document,binary,passive_match(es),raw_passive_count,raw_passive_sents_count,raw_sentence_count,passive_sents_percentage,cola_passive_binary
The report that crime was declining surprised many people.,0,[],0,0,1,0.0,0
The book surprised many people.,0,[],0,0,1,0.0,0
The book that crime was declining surprised many people.,0,[],0,0,1,0.0,0
The storm arrived after the picnic.,0,[],0,0,1,0.0,0
The storm arrived while the picnic.,0,[],0,0,1,0.0,0
The storm arrived while we ate lunch.,0,[],0,0,1,0.0,0
This dogs barked.,0,[],0,0,1,0.0,0
These dogs barked.,0,[],0,0,1,0.0,0
A chair was broken.,1,['was broken'],1,1,1,1.0,1
They want them arrested.,0,[],0,0,1,0.0,0
They preferred them arrested.,0,[],0,0,1,0.0,0
We preferred them on our team.,0,[],0,0,1,0.0,0
"With my parents as supportive as they are, I'll be in fine shape.",0,[],0,0,1,0.0,0
We walks.,0,[],0,0,1,0.0,0
Few dog barked.,0,[],0,0,1,0.0,0
The dogs barked.,0,[],0,0,1,0.0,0
I walk and Dana runs.,0,[],0,0,1,0.0,0
They like us.,0,[],0,0,1,0.0,0
Us like them.,0,[],0,0,1,0.0,0
Kim likes dogs.,0,[],0,0,1,0.0,0
Dogs like Kim.,0,[],0,0,1,0.0,0
The person responsible confessed.,0,[],0,0,1,0.0,0
The person confessed responsible.,0,[],0,0,1,0.0,0
The cat slept soundly and furry.,0,[],0,0,1,0.0,0
The soundly and furry cat slept.,0,[],0,0,1,0.0,0
"Chris walks, Pat eats broccoli, and Sandy plays squash.",0,[],0,0,1,0.0,0
There was some particular dog who saved every family.,0,[],0,0,1,0.0,0
Susan frightens her.,0,[],0,0,1,0.0,0
Susan told her a story.,0,[],0,0,1,0.0,0
Susan told a story to her.,0,[],0,0,1,0.0,0
Susan devoted herself to linguistics.,0,[],0,0,1,0.0,0
Nobody told Susan about herself.,0,[],0,0,1,0.0,0
That picture of Susan offended her.,0,[],0,0,1,0.0,0
He offended Sandy.,0,[],0,0,1,0.0,0
I enjoy yourself.,0,[],0,0,1,0.0,0
They talk to themselves.,0,[],0,0,1,0.0,0
Nobody told Susan.,0,[],0,0,1,0.0,0
Protect yourself!,0,[],0,0,1,0.0,0
Protect you!,0,[],0,0,1,0.0,0
I met the person who left.,0,[],0,0,1,0.0,0
Leslie slept.,0,[],0,0,1,0.0,0
Chris handed Bo.,0,[],0,0,1,0.0,0
Dana walked and Leslie ran.,0,[],0,0,1,0.0,0
Dana walking and Leslie ran.,0,[],0,0,1,0.0,0
Dana walking and Leslie running.,0,[],0,0,1,0.0,0
the putter of books left.,0,[],0,0,1,0.0,0
Kris donated a book to the library.,0,[],0,0,1,0.0,0
The police sprayed the protesters with water.,0,[],0,0,1,0.0,0
The police sprayed water on the protesters.,0,[],0,0,1,0.0,0
The students drove cars.,0,[],0,0,1,0.0,0
These cars drive easily.,0,[],0,0,1,0.0,0
The horse kicked me black and blue.,0,[],0,0,1,0.0,0
They yelled.,0,[],0,0,1,0.0,0
The horse raced past the barn fell.,0,[],0,0,1,0.0,0
The horse that was raced past the barn fell.,1,['was raced'],1,1,1,1.0,1
The boat seen down the river sank.,0,[],0,0,1,0.0,0
The evidence assembled by the prosecution convinced the jury.,0,[],0,0,1,0.0,0
Lou forgot the umbrella.,0,[],0,0,1,0.0,0
Lou forgot the umbrella in the closet.,0,[],0,0,1,0.0,0
Lou hoped the umbrella was broken.,1,['was broken'],1,1,1,1.0,1
Lou hoped the umbrella in the closet.,0,[],0,0,1,0.0,0
Lou put the umbrella was broken.,1,['was broken'],1,1,1,1.0,0
Lou put the umbrella in the closet.,0,[],0,0,1,0.0,0
The artist drew the child with a pencil.,0,[],0,0,1,0.0,0
The dog bit the cat.,0,[],0,0,1,0.0,0
The cat was bitten the mouse.,1,['was bitten'],1,1,1,1.0,1
The cat was bitten the mouse by the dog.,1,['was bitten'],1,1,1,1.0,1
Chris was handed Sandy a note by Pat.,1,['was handed'],1,1,1,1.0,1
Chris was handed a note.,1,['was handed'],1,1,1,1.0,1
Chris was handed Sandy a note.,1,['was handed'],1,1,1,1.0,1
TV puts dumb ideas in children's heads.,0,[],0,0,1,0.0,0
Dumb ideas are put in children's heads by TV.,1,['are put'],1,1,1,1.0,1
Dumb ideas are put in children's heads.,1,['are put'],1,1,1,1.0,1
Dumb ideas are put notions in children's heads by TV.,1,['are put'],1,1,1,1.0,1
The patient died.,0,[],0,0,1,0.0,0
The patient was died.,1,['was died'],1,1,1,1.0,1
Chris was handed.,1,['was handed'],1,1,1,1.0,1
TV puts dumb ideas.,0,[],0,0,1,0.0,0
He was arrested by the police.,1,['was arrested'],1,1,1,1.0,1
The cat got bitten.,1,['got bitten'],1,1,1,1.0,1
The cat were bitten by the dog.,1,['were bitten'],1,1,1,1.0,1
There is a monster in Loch Ness.,0,[],0,0,1,0.0,0
It is obvious that Pat is lying.,0,[],0,0,1,0.0,0
Pat is the captain of the team.,0,[],0,0,1,0.0,0
Pat is hate Chris.,0,[],0,0,1,0.0,0
There is a unicorn in the garden.,0,[],0,0,1,0.0,0
There was a felon elected to the city council.,1,['felon elected'],1,1,1,1.0,0
There is a seat available.,0,[],0,0,1,0.0,0
A seat available was in the last row.,0,[],0,0,1,0.0,0
Many people were fond of Pat.,0,[],0,0,1,0.0,0
People are looking through the window.,0,[],0,0,1,0.0,0
A felon was elected to the city council.,1,['was elected'],1,1,1,1.0,1
There loved Sandy.,0,[],0,0,1,0.0,0
We talked to them about there.,0,[],0,0,1,0.0,0
It mattered that the Giants had lost.,0,[],0,0,1,0.0,0
That dogs bark annoys people.,0,[],0,0,1,0.0,0
It annoys people that dogs bark.,0,[],0,0,1,0.0,0
That Chris knew the answer occurred to Pat.,0,[],0,0,1,0.0,0
It never occurred to Pat that Chris knew the answer.,0,[],0,0,1,0.0,0
That the Cardinal won the game gave Sandy a thrill.,0,[],0,0,1,0.0,0
It gave Sandy a thrill that the Cardinal won the game.,0,[],0,0,1,0.0,0
That Sandy had lied suggested.,0,[],0,0,1,0.0,0
It loved Sandy.,0,[],0,0,1,0.0,0
Cohen proved the independence of the continuum hypothesis.,0,[],0,0,1,0.0,0
Cohen proved that the continuum hypothesis was independent.,0,[],0,0,1,0.0,0
We forgot our invitations.,0,[],0,0,1,0.0,0
Nobody saw Pat.,0,[],0,0,1,0.0,0
That Fido barks annoys me.,0,[],0,0,1,0.0,0
Fido barks.,0,[],0,0,1,0.0,0
Chris dreads the bucket.,0,[],0,0,1,0.0,0
The candidates bring advantage to the voters.,0,[],0,0,1,0.0,0
Tabs are kept on suspected drug dealers by the FBI.,1,['are kept'],1,1,1,1.0,1
Advantage is taken of every opportunity for improvement.,1,['is taken'],1,1,1,1.0,1
The bucket was kicked by Pat.,1,['was kicked'],1,1,1,1.0,1
John is sad.,0,[],0,0,1,0.0,0
John loaded the wagon full with hay.,0,[],0,0,1,0.0,0
John loaded the wagon with hay green.,0,[],0,0,1,0.0,0
I presented John with it dead.,0,[],0,0,1,0.0,0
Of whom are you thinking?,0,[],0,0,1,0.0,0
John became rich.,0,[],0,0,1,0.0,0
I gave John gold apples.,0,[],0,0,1,0.0,0
how silly is Bill considered?,0,[],0,0,1,0.0,0
how mad was Bill made?,0,[],0,0,1,0.0,0
John is sick.,0,[],0,0,1,0.0,0
John left singing.,0,[],0,0,1,0.0,0
John is near Larry.,0,[],0,0,1,0.0,0
John gave Bill the dog dead.,0,[],0,0,1,0.0,0
Bill was struck by John as stupid.,1,['was struck'],1,1,1,1.0,1
John was struck as sick.,1,['was struck'],1,1,1,1.0,1
John was struck by Bill's idiocy.,1,['was struck'],1,1,1,1.0,1
John promised Bill to leave.,0,[],0,0,1,0.0,0
John tried to leave.,0,[],0,0,1,0.0,0
To leave would be a pleasure.,0,[],0,0,1,0.0,0
John was struck by Bill as pompous.,1,['was struck'],1,1,1,1.0,1
John was promised by Bill to leave.,1,['was promised'],1,1,1,1.0,1
They make good cooks.,0,[],0,0,1,0.0,0
there is nothing to do.,0,[],0,0,1,0.0,0
John has something for Bill to do.,0,[],0,0,1,0.0,0
I am counting on Bill to incriminate himself.,0,[],0,0,1,0.0,0
On whom are you counting to incriminate himself?,0,[],0,0,1,0.0,0
I am counting on Bill to get there on time.,0,[],0,0,1,0.0,0
I would prefer to leave.,0,[],0,0,1,0.0,0
I would hate for John to leave.,0,[],0,0,1,0.0,0
I would prefer for John to leave.,0,[],0,0,1,0.0,0
It was hated for John to leave.,1,['was hated'],1,1,1,1.0,1
John decided for Bill to get the prize.,0,[],0,0,1,0.0,0
John decided Bill to get the prize.,0,[],0,0,1,0.0,0
to die is no fun.,0,[],0,0,1,0.0,0
John wants to leave.,0,[],0,0,1,0.0,0
John counted on Bill to get there on time.,0,[],0,0,1,0.0,0
I bought Bill a book to read.,0,[],0,0,1,0.0,0
John told Mary that it would be important to leave early.,0,[],0,0,1,0.0,0
John told Mary that it was important to Fred to leave early.,0,[],0,0,1,0.0,0
"John, told Mary that it would be appropriate to leave together.",0,[],0,0,1,0.0,0
the election of John president surprised me.,0,[],0,0,1,0.0,0
John's arriving dead surprised me.,0,[],0,0,1,0.0,0
the attempt by John to leave surprised me.,0,[],0,0,1,0.0,0
John left orders to follow Pete.,0,[],0,0,1,0.0,0
John left us orders to follow Pete.,0,[],0,0,1,0.0,0
John left orders not to be disturbed.,1,['be disturbed'],1,1,1,1.0,0
That he is here is clear.,0,[],0,0,1,0.0,0
It is a problem that he is here.,0,[],0,0,1,0.0,0
It bothers me that he is here.,0,[],0,0,1,0.0,0
John regretted it that Bill had a good time.,0,[],0,0,1,0.0,0
John believes it that Bill is here.,0,[],0,0,1,0.0,0
John believes it sincerely that Bill is here.,0,[],0,0,1,0.0,0
John is aware of it that Bill is here.,0,[],0,0,1,0.0,0
John felt it that Bill was tardy.,0,[],0,0,1,0.0,0
John believed it that Bill was tardy.,0,[],0,0,1,0.0,0
It was believed that Bill was tardy.,1,['was believed'],1,1,1,1.0,1
That John is reluctant seems.,0,[],0,0,1,0.0,0
It is the problem that he is here.,0,[],0,0,1,0.0,0
That he is here is the problem.,0,[],0,0,1,0.0,0
The problem we are discussing is George.,0,[],0,0,1,0.0,0
It is to give up to leave.,0,[],0,0,1,0.0,0
It would prove our theory to be untenable for carrots to be vegetables.,0,[],0,0,1,0.0,0
It was believed to be illegal by them to do that.,1,['was believed'],1,1,1,1.0,1
John grudgingly accepted judgments of his incompetence as an auto mechanic.,0,[],0,0,1,0.0,0
It was to John that I gave the book.,0,[],0,0,1,0.0,0
I bought it to read.,0,[],0,0,1,0.0,0
I bought it to give to Pete.,0,[],0,0,1,0.0,0
I gave it to Pete to take to the fair.,0,[],0,0,1,0.0,0
I gave Pete the book to impress.,0,[],0,0,1,0.0,0
I wrote to Bill.,0,[],0,0,1,0.0,0
I presented it to Bill to read.,0,[],0,0,1,0.0,0
I presented Bill with it to read.,0,[],0,0,1,0.0,0
I gave a book to Bill to read.,0,[],0,0,1,0.0,0
John thinks it would upset himself to die.,0,[],0,0,1,0.0,0
John made Bill mad at himself.,0,[],0,0,1,0.0,0
John made Bill master of himself.,0,[],0,0,1,0.0,0
The correspondence school made Bill a good typist.,0,[],0,0,1,0.0,0
The correspondence school sent Bill a good typist.,0,[],0,0,1,0.0,0
John considers Bill silly.,0,[],0,0,1,0.0,0
John considers Bill to be silly.,0,[],0,0,1,0.0,0
John bought a dog for himself to play with.,0,[],0,0,1,0.0,0
John arranged for himself to get the prize.,0,[],0,0,1,0.0,0
John talked to Bill about himself.,0,[],0,0,1,0.0,0
