document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,ID,Test,Cond,human_coding
I do not know much about science.,1,[],0,0,0.0,0,A2I6YPPQK6BU09,1.0,1,0
Science is the final frontier. ,1,[],0,0,0.0,0,A1H4MYPDJ2K3VI,2.0,1,0
The professor was struggling to teach evolution to the creationists. ,1,[],0,0,0.0,0,A15B294KHVGPFV,1.0,2,0
I really enjoy chemistry.,1,[],0,0,0.0,0,A3774HPOUKYTX7,1.0,1,0
We can learn lot of fun things in science class.,1,[],0,0,0.0,0,ARTARDCXLJ5H6,2.0,2,0
The scientist is from New York.,1,[],0,0,0.0,0,A2RCUR9HJ9D0UQ,1.0,2,0
Tyson names science as one of his favorite school subjects.,1,[],0,0,0.0,0,AO9AKYPPGGGZ4,2.0,1,0
I love science,1,[],0,0,0.0,0,ADIW4L4IGU98R,1.0,1,0
"I study science and therefore, am knowledgeable about vaccines.",1,[],0,0,0.0,0,A34IZFOSHOZ4GN,1.0,1,0
I mixed the chemical per instruction in the lab. ,1,[],0,0,0.0,0,A11ILN5YSUDVG8,1.0,1,0
The vaccine was developed by top scientists in the country. ,1,['was developed'],1,1,1.0,1,A13CFYL1AW272Y,1.0,2,1
The microscope was focused on the sample of skin cells.,1,['was focused'],1,1,1.0,1,AAFM5PPF9P0W,1.0,2,1
Bill Nye the Science guy had his own tv show. ,1,[],0,0,0.0,0,A20P819KPQWCK0,1.0,1,0
Science is the S is STEM.,1,[],0,0,0.0,0,A2OKJSKQFMCZTP,1.0,2,0
i wish i had engaged more in Science class,1,[],0,0,0.0,0,AM0FRMVODTMXA,1.0,1,0
I am going to Science class today. ,1,[],0,0,0.0,0,A2WSYQ5TS09U1,1.0,1,0
I am measuring the temperature of this beaker.,1,[],0,0,0.0,0,A1FAQI8VXLAMBM,2.0,1,0
I take science class everyday.,1,[],0,0,0.0,0,A3C9B757QTE20C,2.0,1,0
Science explains great deal about the universe,1,[],0,0,0.0,0,AK70USZXEJSF3,2.0,2,0
I a big fan of science.,1,[],0,0,0.0,0,A3BWZ6V34W8SXX,2.0,1,0
Today settled science is tomorrow flat earth theory. ,1,[],0,0,0.0,0,A3U6RDG7BLH6YZ,2.0,1,0
Science can never answer every question.,1,[],0,0,0.0,0,A2HUWXLMG214BI,2.0,2,0
The science teacher was pleased with his students test scores.,1,[],0,0,0.0,0,A16DIQCMNWPBAN,2.0,2,0
This is the most important scientific breakthrough in recent years. ,1,[],0,0,0.0,0,A357ADRGNGMMKC,1.0,1,0
Every student must take class in science.,1,[],0,0,0.0,0,A3V2HVY764HJS4,2.0,1,0
The student skipped science class.,1,[],0,0,0.0,0,A2W5PAZJG6X8Q8,2.0,2,0
In Science many scientists spend their time researching new theories.,1,[],0,0,0.0,0,A118RTS8BOFIH7,1.0,1,0
The sea tides are controlled by the moon.,1,['are controlled'],1,1,1.0,1,A31CNXHGR49DJR,1.0,2,1
Science is must,1,[],0,0,0.0,0,A3OM2ZQ7FUDTIN,1.0,1,0
"The professor taught science, but was not very good at it.",1,[],0,0,0.0,0,A3PSV85ZUXP9VF,2.0,2,0
I skipped my science class. ,1,[],0,0,0.0,0,A3G11HOZ5PCWOH,2.0,2,0
Science tells us things about our world. ,1,[],0,0,0.0,0,A33ELVLU0NX9N9,1.0,1,0
The laboratory is filled with chemicals.,1,[],0,0,0.0,0,A2W434UNNBRS4L,1.0,2,0
what is happening in the world right now is science,1,[],0,0,0.0,0,A2EW08X2I87RXL,2.0,1,0
False findings were presented at the conference. ,1,['were presented'],1,1,1.0,1,AHTWQSOY6HTJI,1.0,2,1
"When I used to take biology, I enjoyed it.",1,[],0,0,0.0,0,A16Y5JEB1EF9CY,1.0,2,0
I think science is interesting.,1,[],0,0,0.0,0,A3M0L33TPD346S,2.0,2,0
The biologist fought with the psychologist about the results of the other.,1,[],0,0,0.0,0,AY4KZOUEZ8BAM,1.0,1,0
Science is the main driver of advancement.,1,[],0,0,0.0,0,A14Z1JSAR9JEON,1.0,2,0
Science use to be my favorite subject ,1,[],0,0,0.0,0,A3M2Q7EZCJ85GE,2.0,2,0
I watched man on about science experiments. ,1,[],0,0,0.0,0,A36W1PIV68AE5K,2.0,2,0
I wish I could investigate more on volcanoes.,1,[],0,0,0.0,0,ANR81FZBHHR0F,1.0,1,0
Science was not taken into consideration during the discussion.,1,['was not taken'],1,1,1.0,1,A2UOOBZQ5L2EL1,2.0,2,1
Science is the favorite subject of my entire class.,1,[],0,0,0.0,0,j2wj0096lt,2.0,1,0
now we can blow it up ,1,[],0,0,0.0,0,A3NUGUAMBKYMZY,1.0,1,0
Science is making the world better place.,1,[],0,0,0.0,0,A33TBDS0UALKW2,1.0,1,0
The biology experiment was approved by the committee.,1,['was approved'],1,1,1.0,1,A2BT7QVGXJKFKI,1.0,2,1
Science is Matt favorite subject he loves solving problems,1,[],0,0,0.0,0,A39J8MSTUDVH0D,1.0,1,0
Science has discovered the cell cycle is influenced by many things.,1,['is influenced'],1,1,1.0,1,A15X9KAJB8M54B,2.0,2,1
science is evolving continuously.,1,[],0,0,0.0,0,A1CRE2Z623JZ6V,2.0,1,0
The water was heated to boiling point.,1,[],0,0,0.0,0,A3H8A6SSZH6MQQ,2.0,2,1
science has been given more recognition after covid.,1,['has been given'],1,1,1.0,1,A2137K4XEU12TI,1.0,2,1
Students perform experiments as part of learning about the subject of science.,1,[],0,0,0.0,0,AMFIHFK9N0OVK,2.0,1,0
It is important to study science.,1,[],0,0,0.0,0,A1JAWNX4R60ZZ0,1.0,1,0
Flowers produce nectar to attract insects.,1,[],0,0,0.0,0,A1MPJYJCUAOFOB,1.0,1,0
I heard science was important.,1,[],0,0,0.0,0,A3HT6YYXPBRKN3,2.0,2,0
I love learning about medical technology advances.,1,[],0,0,0.0,0,A3V9UGWBPDRFSG,1.0,1,0
The scientest was satisfied with his colegues anatomy esay.,1,[],0,0,0.0,0,A1ZJ3TU4QJIKLY,2.0,2,0
Science is very difficult to some people.,1,[],0,0,0.0,0,A129LL7SYP8EOE,2.0,1,0
The experiment was conducted over period of six months.,1,['was conducted'],1,1,1.0,1,A2VUF0V7HT51Q3,1.0,2,1
I wish I had studied science in school.,1,[],0,0,0.0,0,A3IB7YJHP04OHI,2.0,2,0
The lab tech is working late.,1,[],0,0,0.0,0,A13DHPKBQXN9R7,2.0,1,0
I like to read about science.,1,[],0,0,0.0,0,A1B3K5W6NZ03U2,1.0,1,0
The theory was proven by scientist.,1,['was proven'],1,1,1.0,1,A29KJK7GPUF3OT,1.0,2,1
The frog was dissected for exploration.,1,['was dissected'],1,1,1.0,1,A26A77APE2SUR5,2.0,2,1
Science blows that theory out of the water.,1,[],0,0,0.0,0,A8BSFVAPZBIUS ,1.0,1,0
I am going to do crazy experiment in chemistry.,1,[],0,0,0.0,0,A1ADRYNCJIRFOO,1.0,1,0
The experiment was completed by the team with the largest monetary grant.,1,['was completed'],1,1,1.0,1,A1PAN54I7HWSZI,1.0,2,1
Science knowledge has grown exponentially in the last decade. ,1,[],0,0,0.0,0,AS8JG1LSWTMGY,2.0,2,0
Science and politics make strange bedfellows.,1,[],0,0,0.0,0,A25D8WXH1F4CG9,1.0,1,0
Many people think science is the most important part of evolution. ,1,[],0,0,0.0,0,A1TK1M16KJJKEO,1.0,2,0
Ralph enjoyed teaching science in his classroom.,1,[],0,0,0.0,0,A1282WX3YWXM6E,2.0,1,0
VIROLOGY IS THE STUDY OF VIRUSES,1,[],0,0,0.0,0,A3SUUPLFBSG1T9,1.0,1,0
Science was neglected.,1,['was neglected'],1,1,1.0,1,A2T6EBB0Z6TQZS  ,1.0,2,1
The girl quickly cleaned up the mess she made after combining chemicals in the test tube.,1,[],0,0,0.0,0,A3G1X3IP2VM4IK,2.0,2,0
The scientist measured the chemicals for the experiment.,1,[],0,0,0.0,0,A1KRDCZ1YYBUIZ,1.0,1,0
We were studying physics. ,1,[],0,0,0.0,0,A1X84CLJ7N1PLZ,1.0,2,0
Science is about observation.,1,[],0,0,0.0,0,A141B3S3ZLY8DI,2.0,2,0
The science was sound and well reasoned.,1,[],0,0,0.0,0,A1BDJMFP24FBGL,1.0,1,0
the kids learned science at school,1,[],0,0,0.0,0,A3F34OE3VQ7W0V,1.0,2,0
The scientists were made to reschedule their rocket launch.,1,['were made'],1,1,1.0,1,A2BQ5JORLYGZMV,2.0,2,1
The science is evolving ,1,[],0,0,0.0,0,A3ONF400XL2Y9U,1.0,1,0
Science is the truth.,1,[],0,0,0.0,0,A2HDZE2L9EX2SY,1.0,1,0
it was called science matter,1,['was called'],1,1,1.0,1,A2EY0J9LOPU3TU,1.0,2,0
Science is always evolving with new information.,1,[],0,0,0.0,0,A20SXG1DHDIDI7,1.0,1,0
Science was denied in the national news,1,['was denied'],1,1,1.0,1,A2Y81T0DIFJ866,1.0,2,1
Science can be difficult topic to discuss ,1,[],0,0,0.0,0,A2MF4QDKE40KVN,1.0,1,0
I hate science,1,[],0,0,0.0,0,A7Z6P6K85HX54,1.0,2,0
Science is my son favorite subject.,1,[],0,0,0.0,0,A2PY9UB56M2PP2,1.0,1,0
Science is our salvation. ,1,[],0,0,0.0,0,A2JUTTLDE5LGHH,1.0,2,0
I read about latest developments in science,1,[],0,0,0.0,0,A2F58OOW7K3DD2,1.0,1,0
Science was her second choice after she realized she didn qualify for the Arts program.,1,[],0,0,0.0,0,A1QW2XUJ7KZCV5,2.0,2,0
You forgot about the assignment. ,1,[],0,0,0.0,0,A3G3TIX6FEMN8R,2.0,2,0
I am baking chocolate cake this evening.,1,[],0,0,0.0,0,A2DDPSXH2X96RF,1.0,1,0
Science is doing wonders right now,1,[],0,0,0.0,0,A2BZY06YRWGEDL,2.0,1,0
Discoveries were made in the Chemistry laboratory. ,1,['were made'],1,1,1.0,1,A1C8FN01981A69,2.0,2,1
When will everyone have chance to get COVID-19 vaccine ,1,[],0,0,0.0,0,A2DU76P3SED4T6,2.0,1,0
Science helps me discover other planets.,1,[],0,0,0.0,0,AYSX5GNO640MZ,1.0,1,0
Stephen poured one chemical into another with small poof of smoke.,1,[],0,0,0.0,0,A2R30HQXQN76IC,1.0,1,0
The scientist was excited by her new discovery.,1,['was excited'],1,1,1.0,1,AMDUEMZUK9GJC,1.0,1,1
The experiment had been repeated by other labs.,1,['had been repeated'],1,1,1.0,1,A2WS07SCLNP1GV,1.0,2,1
In science we were asked to build model volcano. ,1,['were asked'],1,1,1.0,1,A3V3LIPOU53GZQ,2.0,2,1
I don really know much about science.,1,[],0,0,0.0,0,AQDA6OMC4W5V8,1.0,2,0
Sam is going to take the science exam.,1,[],0,0,0.0,0,A1K3VCFF62LIO2,2.0,1,0
We need to follow the science to get through this pandemic.,1,[],0,0,0.0,0,A2AFAWJX5LTUVN,2.0,1,0
The new trial for the vaccine will begin today. ,1,[],0,0,0.0,0,AW8JVJQNLTXND,2.0,1,0
Science is an important subject in school.,1,[],0,0,0.0,0,A26ZENZ5G8AEGM,1.0,1,0
Lot of benefits are provided by science.,1,['are provided'],1,1,1.0,1,A3Q9H7A8J8GR01,1.0,2,1
The science experiment illustrated how water freezes. ,1,[],0,0,0.0,0,A2SULQE4M8C3CM,2.0,2,0
Science creates new knowledge we use to shape our world.,1,[],0,0,0.0,0,A2LDDDJ4WBKB8Y,1.0,1,0
We can learn lot about COVID-19 from science and research.,1,[],0,0,0.0,0,A2VJ27EN5W4MU,1.0,2,0
Children learn science.,1,[],0,0,0.0,0,A1SBWRAOJBEFIM,1.0,1,0
SCIENCE IS FUNDAMENTAL OF PHYSICS.,1,[],0,0,0.0,0,A12JQZP4XVOABB,2.0,2,0
I was good in Science.,1,[],0,0,0.0,0,AE5138F868GYB,1.0,1,0
Science has contributed to many advances in beauty.,1,[],0,0,0.0,0,AY2L2CZ6OKNEA,2.0,1,0
The monkey was studied by Scientist name Jack.,1,['was studied'],1,1,1.0,1,A2S7LNJG767XIU,1.0,2,1
"Science, specifically biology, interests Kiera the most in school. ",1,[],0,0,0.0,0,A370S3V5OUNP4E,1.0,1,0
He was going to ask about climate change.,1,[],0,0,0.0,0,A2ZKKOPPN3AX2G,1.0,2,0
There is science to what will happen.,1,[],0,0,0.0,0,AH7I3K3OJKA5L,2.0,1,0
Scientists love facts.,1,[],0,0,0.0,0,A5BCSSPC180AG,2.0,2,0
Science is popular subject to take in college.,1,[],0,0,0.0,0,A1TO9C7AZND1VO,1.0,1,0
Who knows if it science or fiction ,1,[],0,0,0.0,0,AE0C5U5HZ7WR9,2.0,2,0
It is Science that is curing the nation from the Covid virus.,1,[],0,0,0.0,0,A1D4RC6K6Y5KAV,2.0,1,0
I hate studying science.,1,[],0,0,0.0,0,A345TDMHP3DQ3G,1.0,1,0
Science has been my worst subject ,1,[],0,0,0.0,0,A1U5UPSCURNRAA,2.0,2,0
Science is very big topic lately.,1,[],0,0,0.0,0,A18UTX5FD7NPRV,2.0,1,0
Discoveries in physic were lagging from past years.,1,[],0,0,0.0,0,A3T79IEUFBB473,2.0,2,0
Plants make nutrients with their leaves and roots.,1,[],0,0,0.0,0,A3HKD5JYXYBK5Q,1.0,1,0
Science is interesting.,1,[],0,0,0.0,0,A3MSMV01T3S53S,2.0,1,0
The science was manipulated to make the people wear masks.,1,['was manipulated'],1,1,1.0,1,A2JAE9P7FQXU2T,2.0,2,1
I love how complex science is ,1,[],0,0,0.0,0,A23K77HMD9APAJ,1.0,1,0
Science divides into many different sub-categories. ,1,[],0,0,0.0,0,A322UHGPRL2UWO,2.0,1,0
My hypothesis was not recognized.,1,['was not recognized'],1,1,1.0,1,A1EDKVYT9ZCGUH,2.0,2,1
I wish I could use the microscope.,1,[],0,0,0.0,0,A3CX8S6Q0QEW8E,1.0,1,0
The teacher was completed the science fair.,1,['was completed'],1,1,1.0,1,AYX9OCFWBM939,2.0,2,0
They had found some evidence of rashes in the vaccine.,1,[],0,0,0.0,0,A1HNB2243A2PQH,2.0,2,0
Science has been an essential component of recovery from the global pandemic.,1,[],0,0,0.0,0,A1Y38T7IZWJQAE,2.0,2,0
The culture was being appropriated.,1,['was being appropriated'],1,1,1.0,1,A3ATU3VULAB7K2,2.0,2,1
The culture is delightful to me.,1,[],0,0,0.0,0,A1CTJ8UT7SF317,1.0,1,0
I would love to learn about different culture ,1,[],0,0,0.0,0,A327Q0Y175MEH7,1.0,1,0
Thanksgiving dinner was eaten at home.,1,['was eaten'],1,1,1.0,1,A19TD2J8506A4Y,1.0,2,1
Americans enjoy barbecuing on July 4th. ,1,[],0,0,0.0,0,A2DDXYTEVDV5F5,1.0,1,0
I wish I could see them during the ceremony.,1,[],0,0,0.0,0,AJ9O2ZA0E8UDZ,2.0,2,0
I learning new language.,1,[],0,0,0.0,0,AYXXMHLZRAPF9,1.0,1,0
I feel culture is imperative to style.,1,[],0,0,0.0,0,A3M0L33TPD346S,1.0,1,0
The people were shaped by culture.,1,['were shaped'],1,1,1.0,1,A33GB614ST7J82,1.0,2,1
Young people these days are on their phones constantly.,1,[],0,0,0.0,0, COPIEDAKHKMEPXX1YZ9,2.0,1,0
"The Cherokee tribal traditions include language, spirituality, food, storytelling, and art.",1,[],0,0,0.0,0,A23273YME4RCEB,1.0,1,0
Culture was taught at school.,1,['was taught'],1,1,1.0,1,A3O4WYGKH31OX,1.0,2,1
"As for culture, they clearly had none.",1,[],0,0,0.0,0,A3NLSGHK6RFXA8,1.0,2,0
The museum exhibit will make us question reality. ,1,[],0,0,0.0,0,AOJF7CPZVK5U3,1.0,1,0
Culture was common study topic.,1,[],0,0,0.0,0,A154ZJKRSX6847,1.0,2,0
Culture is passed down through generations of people.,1,['is passed'],1,1,1.0,1,A3FXVNZ5VG98IP,1.0,2,1
I am very surprised at all of the Cancel Culture initiaves.,1,[],0,0,0.0,0,AYXN53TNFG71P,1.0,1,0
The magazine was delivered to her house. ,1,['was delivered'],1,1,1.0,1,AMUKX1DM4ASA7,1.0,2,1
Japanese culture thrives on an honorable set of values.,1,[],0,0,0.0,0,AFE7E450NETF2,1.0,1,0
EVERYONE IS MOLDED BY CULTURE. ,1,[],0,0,0.0,0,A2DLZ9PK82J8L2,1.0,1,1
Culture is an ideology. ,1,[],0,0,0.0,0,ARON01UO1YK7I,2.0,2,0
I enjoy culture activities such as dance and plays.,1,[],0,0,0.0,0,A3RNGN5WLE1OBU,1.0,1,0
The room is filled with lot of diversity.,1,[],0,0,0.0,0,A1ZZETG57T5D5X,2.0,2,0
Culture enriches our lives,1,[],0,0,0.0,0,A2Z75NJBZ46RE9,1.0,1,0
Roman culture was destroyed by the barbarians.,1,['was destroyed'],1,1,1.0,1,A1CI5U3BLQ2DDS,1.0,2,1
Culture enlivens our lives.,1,[],0,0,0.0,0,A1CI5U3BLQ2DDS ,1.0,1,0
The museum attendees gawked at the Egyptian tombs. ,1,[],0,0,0.0,0,ATSNZCC16HIOI,1.0,1,0
I will influence the culture ,1,[],0,0,0.0,0,A1SWGSFIMZJQE,2.0,2,0
Cultures are different all over the world. ,1,[],0,0,0.0,0,A33UZLF8WW0DV1,2.0,2,0
The Scandinavian Heritage festival takes place on Memorial Day weekend.,1,[],0,0,0.0,0,A39GP79ULCP9J2,1.0,1,0
The culture was toxic.,1,[],0,0,0.0,0,A2X5BYJKVKSYQQ,1.0,1,0
I always wondered what is American culture. ,1,[],0,0,0.0,0,A12S5JDG2D5HEW,2.0,2,0
Some cultures bow to each other in greeting.,1,[],0,0,0.0,0,A1FAQI8VXLAMBM,2.0,1,0
Our culture has been overtaken by political correctness.,1,['has been overtaken'],1,1,1.0,1,A3P1QF00PF2DF9,1.0,2,1
This concert is filled with cultural experience.,1,[],0,0,0.0,0,A16ZLWV0QUJP65,2.0,1,0
I went to the museum to learn about Japanese art culture.,1,[],0,0,0.0,0,AOJD8D9NXVAR3,1.0,1,0
Back in the day culture was important.,1,[],0,0,0.0,0,A1ZLWV0QUJP65,2.0,2,0
I learned lot about the African culture.,1,[],0,0,0.0,0,AAL5LUI5U3NAV,1.0,1,0
Her Irish culture shows when she get angry. ,1,[],0,0,0.0,0,A1TK1M16KJJKEO,1.0,2,0
I experience the country culture,1,[],0,0,0.0,0,A79XOBCSS4NTG,1.0,1,0
Culture is important to society.,1,[],0,0,0.0,0,A2O3IWIVOZD4S7,1.0,1,0
Culture is varied among the world.,1,[],0,0,0.0,0,A2SVKAI2PNTS79,2.0,2,0
Culture is the way we understand our society.,1,[],0,0,0.0,0,A2O3IWIVOZD4S7,1.0,1,0
The culture had been known.,1,['had been known'],1,1,1.0,1,A2VNR6984SDFGQ,1.0,2,1
They were from different country. ,1,[],0,0,0.0,0,A3CLBF224TRYC9,1.0,2,0
I enjoy engaging in cultures other than my own.,1,[],0,0,0.0,0,A8TLS2F8LFQ68,1.0,1,0
Our culture is changing with each generation. ,1,[],0,0,0.0,0,AIJPLVW0ULYTH,2.0,1,0
i wondering if the culture within our organization is safe.,1,[],0,0,0.0,0,A3CX0LXFHZ6I3I,1.0,2,0
My culture is part of who I am. ,1,[],0,0,0.0,0,A2LEBJWW395FST,1.0,1,0
The changing culture has had negative effect on society.,1,[],0,0,0.0,0,AFTSLCMJASJDR,1.0,2,0
The culture was different than she expected,1,[],0,0,0.0,0,AA0EJ752F121Q,2.0,2,0
The company embraces culture of diversity.,1,[],0,0,0.0,0,A2VN0R4EGGV7KE,2.0,1,0
We learned about the Chinese culture when we were there.,1,[],0,0,0.0,0,AJKA9BKC011F2,2.0,1,0
My culture is disappearing fast.,1,[],0,0,0.0,0,A2X823PACMMOKP,1.0,1,0
The people in the Indian culture were running. ,1,[],0,0,0.0,0,ALG1XBLARJ545,1.0,2,0
The island culture was judged as being primitive.,1,['was judged'],1,1,1.0,1,A2SKOPFTRTNFUY,1.0,2,1
Thanksgiving is celebrated by Americans.,1,['is celebrated'],1,1,1.0,1,A347NXF6NQGM5G,1.0,2,1
The culture of country is important,1,[],0,0,0.0,0,AFRKVRPZ2RHY8,1.0,2,0
I am immersing myself in my Latina Culture.,1,[],0,0,0.0,0,A2OZKKX2O0YTLD,2.0,1,0
They danced to their cultural music ,1,[],0,0,0.0,0,A240OTT1T85UGT,1.0,1,0
The town culture disappeared after the volcano eruption.,1,[],0,0,0.0,0,A55E4CZQLYYO3,2.0,2,0
The black lives matter movement is powerful.,1,[],0,0,0.0,0,A3QNSOORS63W0D,2.0,1,0
Culture enables understanding.,1,[],0,0,0.0,0,A63XZD0XGIMAI,1.0,1,0
People of different cultures were not represented in the meeting.,1,['were not represented'],1,1,1.0,1,A2ONKY3JGB34T3,1.0,2,1
The painting had hints of Japanese culture to it.,1,[],0,0,0.0,0,AOJD8D9NXVAR3,1.0,1,0
Culture has very divisive nature.,1,[],0,0,0.0,0,A33B85TN97HQ33,1.0,1,0
Some songs are popularized by the movies that played them.,1,['are popularized'],1,1,1.0,1,A3J72C0SIACZBS,1.0,2,1
Our culture has been corrupted.,1,['has been corrupted'],1,1,1.0,1,AW3PWVBIGPNAA,1.0,2,1
Your culture comes from your community.,1,[],0,0,0.0,0,AC95JAUAM2L2Z,1.0,1,0
Culture is something people have in common.,1,[],0,0,0.0,0,AFE7E450NETF2,1.0,2,0
I am into culture,1,[],0,0,0.0,0,AXR1QGU4KTMSZ,1.0,1,0
Social media use is rampant among young people.,1,[],0,0,0.0,0,COPIEDAKHKMEPXX1YZ9,2.0,2,0
There is culture war going on in today society,1,[],0,0,0.0,0,AOZBPO12UMPUY,1.0,1,0
We need to preserve our culture.,1,[],0,0,0.0,0,A1JSPB0XCFUUG1,2.0,1,0
The award winner was nominated that night.,1,['was nominated'],1,1,1.0,1,A2VAG94W4SK18C,1.0,2,1
Exploring different cultures can be quite fun. ,1,[],0,0,0.0,0,A2GIT09BQEUM9M,,1,0
Culture is learned. ,1,['is learned'],1,1,1.0,1,A162CO8K267FU8,1.0,2,1
I celebrate Christmas because I am catholic.,1,[],0,0,0.0,0,A3S9ASZKIIJ3WF,2.0,1,0
Culture brings sophistication to society.,1,[],0,0,0.0,0,A3JUAN2Y9XTK5L,2.0,1,0
The students had already studied the achievements of the country.,1,[],0,0,0.0,0,A23FK9ROU01U4D,2.0,2,0
The culture of that country is cool,1,[],0,0,0.0,0,A79XOBCSS4NTG,1.0,2,0
Italians love to eat pasta. ,1,[],0,0,0.0,0,AU34Y1DWWQ47O,1.0,1,0
the person is cultured,1,[],0,0,0.0,0,A2TWX0MB777CAB,2.0,2,0
Everyone is mean in this culture ,1,[],0,0,0.0,0,A1HYNGG8LZUV47,2.0,1,0
Egyptian culture was extremely weird.,1,[],0,0,0.0,0,AQDBBBTN8NE9X,2.0,2,0
Culture has been overlooked in many areas.,1,['has been overlooked'],1,1,1.0,1,A36G7I51D5O1M4,2.0,2,1
Culture requires different points of view.,1,[],0,0,0.0,0,COPIEDAPV3GK8ZEXB0J,1.0,1,0
I know lot about culture.,1,[],0,0,0.0,0,A38LW34F26WBJY,1.0,1,0
I love my ethnic culture.,1,[],0,0,0.0,0,A35TZ4YGDSXSEC,1.0,1,0
The art was well-received by the audience.,1,[],0,0,0.0,0,A37CSK5QI41636,1.0,2,1
I feel everyone gets offended by someone relating to their culture. ,1,['gets offended'],1,1,1.0,1,ACIWLS3IQPV1J,2.0,1,1
I watched Euphoria in the background while doing my homework.,1,[],0,0,0.0,0,A1N274L13ZKKI5,1.0,2,0
His Haitian culture is extremely important to him.,1,[],0,0,0.0,0,A3NG205QJ48IM4,1.0,1,0
Celebrity culture is overrated.,1,[],0,0,0.0,0,A2I6YPPQK6BU09,1.0,1,0
Cancel culture is dangerous to society. ,1,[],0,0,0.0,0,A1H4MYPDJ2K3VI,2.0,1,0
The Maori was happy to perform the hakka dance. ,1,[],0,0,0.0,0,A15B294KHVGPFV,1.0,2,0
I love your hair style ,1,[],0,0,0.0,0,A3774HPOUKYTX7,1.0,1,0
We are studying about culture in school this week.,1,[],0,0,0.0,0,ARTARDCXLJ5H6,2.0,2,0
The art museum is nice.,1,[],0,0,0.0,0,A2RCUR9HJ9D0UQ,1.0,2,0
John loved learning about Asian culture.,1,[],0,0,0.0,0,AO9AKYPPGGGZ4,2.0,1,0
I am going to chair the culture committee,1,[],0,0,0.0,0,ADIW4L4IGU98R,1.0,1,0
I participate in my culture of celebrating St. Patrick Day.,1,[],0,0,0.0,0,A34IZFOSHOZ4GN,1.0,1,0
Tom toured the new museum. ,1,[],0,0,0.0,0,A11ILN5YSUDVG8,1.0,1,0
Ben family was not very accepting of the cultural differences presented by his new girlfriend.,1,[],0,0,0.0,0,A13CFYL1AW272Y,1.0,2,0
The American was impressed by the vibrant Colombian culture.,1,['was impressed'],1,1,1.0,1,AAFM5PPF9P0W,1.0,2,1
Cancel culture toxic. ,1,[],0,0,0.0,0,A20P819KPQWCK0,1.0,1,0
Culture is about the people more so than the traditions.,1,[],0,0,0.0,0,A2OKJSKQFMCZTP,1.0,2,0
I wish i had asked more questions to my grandmother about our culture.,1,[],0,0,0.0,0,AM0FRMVODTMXA,1.0,1,0
I am going the Culture fair today. ,1,[],0,0,0.0,0,A2WSYQ5TS09U1,1.0,1,0
I bow when greeting my elders. ,1,[],0,0,0.0,0,A1FAQI8VXLAMBM,2.0,1,0
My culture tells me about where I am from.,1,[],0,0,0.0,0,A3C9B757QTE20C,2.0,1,0
Culture can mean lot to people.,1,[],0,0,0.0,0,AK70USZXEJSF3,2.0,2,0
I love to integrate myself in other cultures.,1,[],0,0,0.0,0,A3BWZ6V34W8SXX,2.0,1,0
"Comic book art used to be looked down upon, but it is now seen as viable art form. ",1,"['be looked', 'is now seen']",2,1,1.0,1,A3U6RDG7BLH6YZ,2.0,1,1
My thoughts about today culture isn popular.,1,[],0,0,0.0,0,A2HUWXLMG214BI,2.0,2,0
The father was proud oh his sons eagerness to learn their native language.,2,[],0,0,0.0,0,A16DIQCMNWPBAN,2.0,2,0
I want to see the new African Art exhibit and the museum. ,1,[],0,0,0.0,0,A357ADRGNGMMKC,1.0,1,0
Their culture is very colorful.,1,[],0,0,0.0,0,A3V2HVY764HJS4,2.0,1,0
Many cultures are appropriated by white people ,1,['are appropriated'],1,1,1.0,1,A2W5PAZJG6X8Q8,2.0,2,1
"In culture many people enjoy their food, dance, and customs of their ancestors. ",1,[],0,0,0.0,0,A118RTS8BOFIH7,1.0,1,0
The movie was made hit by the actors.,1,['was made'],1,1,1.0,1,A31CNXHGR49DJR,1.0,2,1
Culture is passed down,1,['is passed'],1,1,1.0,1,A3OM2ZQ7FUDTIN,1.0,1,1
"The society had such rich culture, there was much to learn of them.",1,[],0,0,0.0,0,A3PSV85ZUXP9VF,2.0,2,0
I did not know about the sneaker culture around my school. ,1,[],0,0,0.0,0,A3G11HOZ5PCWOH,2.0,2,0
Culture is the way we know how to act in public. ,1,[],0,0,0.0,0,A33ELVLU0NX9N9,1.0,1,0
The Aztecs ruled Mesoamerica.,1,[],0,0,0.0,0,A2W434UNNBRS4L,1.0,2,0
there is cultural difference beet week different people,1,[],0,0,0.0,0,A2EW08X2I87RXL,2.0,1,0
The gallery opening was attended by many important figures.,1,['was attended'],1,1,1.0,1,AHTWQSOY6HTJI,1.0,2,1
"When we went to Puerto Rico, the culture was beautiful.",1,[],0,0,0.0,0,A16Y5JEB1EF9CY,1.0,2,0
"Culture is best ignored, maybe.",1,[],0,0,0.0,0,A3M0L33TPD346S,2.0,2,1
My favorite celebrity spoke out against racism last week.,1,[],0,0,0.0,0,AY4KZOUEZ8BAM,1.0,1,0
Culture both divides and unites people.,1,[],0,0,0.0,0,A14Z1JSAR9JEON,1.0,2,0
"Cultures, comes in many color shapes and sizes.",1,[],0,0,0.0,0,A3M2Q7EZCJ85GE,2.0,2,0
We need to do more about different culture.,1,[],0,0,0.0,0,A36W1PIV68AE5K,2.0,2,0
